AYUNTAMIENTOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/06/2021 18:52 (UTC-5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTAS_ESPERADAS,ACTAS_REGISTRADAS,ACTAS_FUERA_CATALOGO,ACTAS_CAPTURADAS,PORCENTAJE_ACTAS_CAPTURADAS,ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_CONTABILIZADAS,PORCENTAJE_ACTAS_INCONSISTENCIAS,ACTAS_NO_CONTABILIZADAS,LISTA_NOMINAL_ACTAS_CONTABILIZADAS,TOTAL_VOTOS_C_CS,TOTAL_VOTOS_S_CS,PORCENTAJE_PARTICIPACION_CIUDADANA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
'040400C0100,'040400C010002,'04,CAMPECHE,'006,HOPELCHEN,'0400,1,C,0,2,2,,,,,,,,3,8,40,47,5,6,34,22,20,42,27,42,17,,,313,646,,,,,,,,,,,
'040401B0100,'040401B010002,'04,CAMPECHE,'006,HOPELCHEN,'0401,1,B,0,1,2,,,,,,,,43,36,9,37,47,27,36,42,19,44,33,13,41,,,427,634,,,,,,,,,,,
'040401C0100,'040401C010002,'04,CAMPECHE,'006,HOPELCHEN,'0401,1,C,0,1,2,,,,,,,,11,21,33,21,33,44,1,27,46,37,21,15,44,,,354,634,,,,,,,,,,,
'040402B0100,'040402B010002,'04,CAMPECHE,'006,HOPELCHEN,'0402,1,B,0,2,2,,,,,,,,28,35,30,7,31,35,30,1,6,47,49,7,10,,,316,749,,,,,,,,,,,
'040403B0100,'040403B010002,'04,CAMPECHE,'006,HOPELCHEN,'0403,1,B,0,2,2,,,,,,,,24,38,12,26,38,3,33,19,22,36,31,34,46,,,362,688,,,,,,,,,,,
'040403C0100,'040403C010002,'04,CAMPECHE,'006,HOPELCHEN,'0403,1,C,0,2,2,,,,,,,,48,13,49,43,3,17,13,24,22,3,35,38,36,,,344,688,,,,,,,,,,,
'040404B0100,'040404B010002,'04,CAMPECHE,'006,HOPELCHEN,'0404,1,B,0,2,2,,,,,,,,31,5,40,30,12,9,43,47,15,7,6,43,20,,,308,412,,,,,,,,,,,
'040404C0100,'040404C010002,'04,CAMPECHE,'006,HOPELCHEN,'0404,1,C,0,2,2,,,,,,,,19,6,41,21,16,39,27,4,48,14,43,18,22,,,318,412,,,,,,,,,,,
'040405B0100,'040405B010002,'04,CAMPECHE,'006,HOPELCHEN,'0405,1,B,0,2,2,,,,,,,,32,47,45,42,11,38,15,29,44,27,9,43,13,,,395,744,,,,,,,,,,,
'040406B0100,'040406B010002,'04,CAMPECHE,'006,HOPELCHEN,'0406,1,B,0,2,2,,,,,,,,29,21,13,47,47,47,28,18,12,37,44,42,16,,,401,602,,,,,,,,,,,
'040407B0100,'040407B010002,'04,CAMPECHE,'006,HOPELCHEN,'0407,1,B,0,2,2,,,,,,,,37,28,39,14,39,34,37,11,31,30,27,36,25,,,388,412,,,,,,,,,,,
'040407C0100,'040407C010002,'04,CAMPECHE,'006,HOPELCHEN,'0407,1,C,0,2,2,,,,,,,,44,8,33,24,40,35,13,27,41,8,36,22,22,,,353,412,,,,,,,,,,,
'040408B0100,'040408B010002,'04,CAMPECHE,'006,HOPELCHEN,'0408,1,B,0,2,2,,,,,,,,14,35,29,41,40,38,38,36,45,7,28,7,39,,,397,510,,,,,,,,,,,
'040409B0100,'040409B010002,'04,CAMPECHE,'006,HOPELCHEN,'0409,1,B,0,2,2,,,,,,,,36,22,18,26,38,13,35,11,21,42,15,13,8,,,298,447,,,,,,,,,,,
'040409C0100,'040409C010002,'04,CAMPECHE,'006,HOPELCHEN,'0409,1,C,0,2,2,,,,,,,,8,22,35,23,47,8,45,32,42,31,8,5,20,,,326,446,,,,,,,,,,,
'040410B0100,'040410B010002,'04,CAMPECHE,'006,HOPELCHEN,'0410,1,B,0,2,2,,,,,,,,33,32,36,23,37,36,31,21,6,23,11,11,43,,,343,523,,,,,,,,,,,
'040410C0100,'040410C010002,'04,CAMPECHE,'006,HOPELCHEN,'0410,1,C,0,2,2,,,,,,,,42,29,6,13,34,23,19,25,40,2,46,5,39,,,323,523,,,,,,,,,,,
'040410C0200,'040410C020002,'04,CAMPECHE,'006,HOPELCHEN,'0410,2,C,0,2,2,,,,,,,,13,41,12,6,14,24,9,42,12,21,12,26,44,,,276,522,,,,,,,,,,,
'040411B0100,'040411B010002,'04,CAMPECHE,'006,HOPELCHEN,'0411,1,B,0,2,2,,,,,,,,12,21,25,49,13,38,3,28,19,4,10,12,21,,,255,330,,,,,,,,,,,
'040411E0100,'040411E010002,'04,CAMPECHE,'006,HOPELCHEN,'0411,1,E,0,2,2,,,,,,,,43,8,37,23,7,11,30,4,47,27,22,5,44,,,308,537,,,,,,,,,,,
'040412B0100,'040412B010002,'04,CAMPECHE,'006,HOPELCHEN,'0412,1,B,0,2,2,,,,,,,,13,45,37,39,12,31,29,34,14,24,34,12,18,,,342,356,,,,,,,,,,,
'040413B0100,'040413B010002,'04,CAMPECHE,'011,CALAKMUL,'0413,1,B,0,2,2,,,,,,,,15,37,1,40,22,22,25,39,1,40,29,34,32,,,337,146,,,,,,,,,,,
'040414B0100,'040414B010002,'04,CAMPECHE,'011,CALAKMUL,'0414,1,B,0,2,2,,,,,,,,47,45,42,40,9,20,31,1,28,48,4,14,36,,,365,279,,,,,,,,,,,
'040415B0100,'040415B010002,'04,CAMPECHE,'011,CALAKMUL,'0415,1,B,0,2,2,,,,,,,,33,39,9,17,1,7,38,6,32,28,32,8,28,,,278,416,,,,,,,,,,,
'040415C0100,'040415C010002,'04,CAMPECHE,'011,CALAKMUL,'0415,1,C,0,2,2,,,,,,,,43,20,17,19,35,27,2,44,2,22,31,3,27,,,292,415,,,,,,,,,,,
'040415E0100,'040415E010002,'04,CAMPECHE,'011,CALAKMUL,'0415,1,E,0,2,2,,,,,,,,34,42,46,21,11,15,17,38,16,36,11,12,22,,,321,495,,,,,,,,,,,
'040415E0101,'040415E010102,'04,CAMPECHE,'011,CALAKMUL,'0415,1,E,1,2,2,,,,,,,,12,11,23,41,43,13,7,10,13,17,31,9,47,,,277,495,,,,,,,,,,,
'040416B0100,'040416B010002,'04,CAMPECHE,'011,CALAKMUL,'0416,1,B,0,2,2,,,,,,,,27,6,34,46,38,5,41,41,16,47,25,20,37,,,383,215,,,,,,,,,,,
'040417B0100,'040417B010002,'04,CAMPECHE,'011,CALAKMUL,'0417,1,B,0,2,2,,,,,,,,13,41,23,10,19,18,2,42,12,37,42,37,29,,,325,686,,,,,,,,,,,
'040417C0100,'040417C010002,'04,CAMPECHE,'011,CALAKMUL,'0417,1,C,0,2,2,,,,,,,,8,48,39,33,15,34,5,6,16,15,11,48,37,,,315,686,,,,,,,,,,,
'040417C0200,'040417C020002,'04,CAMPECHE,'011,CALAKMUL,'0417,2,C,0,2,2,,,,,,,,31,45,16,49,49,47,43,16,39,25,3,41,10,,,414,686,,,,,,,,,,,
'040417C0300,'040417C030002,'04,CAMPECHE,'011,CALAKMUL,'0417,3,C,0,2,2,,,,,,,,45,11,23,37,22,5,39,48,33,6,25,24,29,,,347,686,,,,,,,,,,,
'040417C0400,'040417C040002,'04,CAMPECHE,'011,CALAKMUL,'0417,4,C,0,2,2,,,,,,,,8,26,23,28,11,39,17,32,7,6,22,18,45,,,282,686,,,,,,,,,,,
'040417C0500,'040417C050002,'04,CAMPECHE,'011,CALAKMUL,'0417,5,C,0,2,2,,,,,,,,1,42,5,35,33,35,18,45,10,43,35,40,34,,,376,686,,,,,,,,,,,
'040417E0100,'040417E010002,'04,CAMPECHE,'011,CALAKMUL,'0417,1,E,0,2,2,,,,,,,,16,8,42,16,3,9,28,22,14,1,5,6,43,,,213,384,,,,,,,,,,,
'040418B0100,'040418B010002,'04,CAMPECHE,'011,CALAKMUL,'0418,1,B,0,2,2,,,,,,,,26,1,20,8,27,12,20,10,49,37,42,46,37,,,335,149,,,,,,,,,,,
'040419B0100,'040419B010002,'04,CAMPECHE,'011,CALAKMUL,'0419,1,B,0,2,2,,,,,,,,19,45,46,29,27,42,14,14,42,10,1,38,2,,,329,385,,,,,,,,,,,
'040420B0100,'040420B010002,'04,CAMPECHE,'011,CALAKMUL,'0420,1,B,0,2,2,,,,,,,,3,6,25,32,6,37,21,12,17,30,30,23,39,,,281,272,,,,,,,,,,,
'040421B0100,'040421B010002,'04,CAMPECHE,'011,CALAKMUL,'0421,1,B,0,2,2,,,,,,,,7,15,38,1,43,8,45,44,4,31,27,9,43,,,315,611,,,,,,,,,,,
'040421C0100,'040421C010002,'04,CAMPECHE,'011,CALAKMUL,'0421,1,C,0,2,2,,,,,,,,38,35,21,10,45,44,26,20,10,39,46,37,37,,,408,611,,,,,,,,,,,
'040421C0200,'040421C020002,'04,CAMPECHE,'011,CALAKMUL,'0421,2,C,0,2,2,,,,,,,,45,39,3,24,41,16,25,40,48,10,17,17,29,,,354,611,,,,,,,,,,,
'040422B0100,'040422B010002,'04,CAMPECHE,'011,CALAKMUL,'0422,1,B,0,2,2,,,,,,,,31,4,36,6,26,38,10,35,23,17,48,8,44,,,326,468,,,,,,,,,,,
'040422C0100,'040422C010002,'04,CAMPECHE,'011,CALAKMUL,'0422,1,C,0,2,2,,,,,,,,34,18,37,10,46,26,11,42,42,12,11,33,3,,,325,467,,,,,,,,,,,
'040423B0100,'040423B010002,'04,CAMPECHE,'011,CALAKMUL,'0423,1,B,0,2,2,,,,,,,,47,21,7,22,49,12,47,25,24,8,14,40,25,,,341,250,,,,,,,,,,,
'040424B0100,'040424B010002,'04,CAMPECHE,'011,CALAKMUL,'0424,1,B,0,2,2,,,,,,,,24,30,4,46,43,6,24,14,2,3,20,47,27,,,290,415,,,,,,,,,,,
'040425B0100,'040425B010002,'04,CAMPECHE,'011,CALAKMUL,'0425,1,B,0,2,2,,,,,,,,37,38,12,35,4,29,1,8,31,42,4,32,25,,,298,602,,,,,,,,,,,
'040425C0100,'040425C010002,'04,CAMPECHE,'011,CALAKMUL,'0425,1,C,0,2,2,,,,,,,,9,5,16,9,8,8,15,42,33,29,47,44,37,,,302,602,,,,,,,,,,,
'040426B0100,'040426B010002,'04,CAMPECHE,'011,CALAKMUL,'0426,1,B,0,2,2,,,,,,,,42,1,30,46,41,20,21,49,33,5,47,15,28,,,378,578,,,,,,,,,,,
'040426E0100,'040426E010002,'04,CAMPECHE,'011,CALAKMUL,'0426,1,E,0,2,2,,,,,,,,35,37,11,41,45,9,34,19,23,12,35,29,35,,,365,576,,,,,,,,,,,
'040426E0101,'040426E010102,'04,CAMPECHE,'011,CALAKMUL,'0426,1,E,1,2,2,,,,,,,,17,36,22,28,41,6,1,38,26,1,19,30,8,,,273,576,,,,,,,,,,,
'040426E0102,'040426E010202,'04,CAMPECHE,'011,CALAKMUL,'0426,1,E,2,2,2,,,,,,,,38,41,12,26,6,45,9,32,43,11,26,30,35,,,354,576,,,,,,,,,,,
'040427B0100,'040427B010002,'04,CAMPECHE,'011,CALAKMUL,'0427,1,B,0,2,2,,,,,,,,11,10,21,12,43,35,5,24,22,20,44,42,6,,,295,546,,,,,,,,,,,
'040427C0100,'040427C010002,'04,CAMPECHE,'011,CALAKMUL,'0427,1,C,0,2,2,,,,,,,,7,21,35,9,32,15,32,23,45,11,16,2,18,,,266,546,,,,,,,,,,,
'040427C0200,'040427C020002,'04,CAMPECHE,'011,CALAKMUL,'0427,2,C,0,2,2,,,,,,,,2,18,9,4,5,15,4,8,31,35,25,19,6,,,181,545,,,,,,,,,,,
'040440B0100,'040440B010002,'04,CAMPECHE,'008,TENABO,'0440,1,B,0,2,2,,,,,,,,38,33,46,27,34,20,7,1,5,39,34,11,23,,,318,539,,,,,,,,,,,
'040440C0100,'040440C010002,'04,CAMPECHE,'008,TENABO,'0440,1,C,0,2,2,,,,,,,,24,15,18,11,17,23,35,2,24,46,36,31,34,,,316,539,,,,,,,,,,,
'040440C0200,'040440C020002,'04,CAMPECHE,'008,TENABO,'0440,2,C,0,2,2,,,,,,,,48,4,39,37,4,27,8,39,8,24,36,34,24,,,332,538,,,,,,,,,,,
'040441B0100,'040441B010002,'04,CAMPECHE,'008,TENABO,'0441,1,B,0,1,2,,,,,,,,21,47,30,9,31,24,13,9,45,9,24,25,29,,,316,580,,,,,,,,,,,
'040441C0100,'040441C010002,'04,CAMPECHE,'008,TENABO,'0441,1,C,0,1,2,,,,,,,,4,16,5,5,44,38,48,13,10,46,12,37,25,,,303,580,,,,,,,,,,,
'040441C0200,'040441C020002,'04,CAMPECHE,'008,TENABO,'0441,2,C,0,1,2,,,,,,,,3,9,6,46,9,30,21,28,22,35,44,36,22,,,311,580,,,,,,,,,,,
'040442B0100,'040442B010002,'04,CAMPECHE,'008,TENABO,'0442,1,B,0,1,2,,,,,,,,49,48,25,34,33,44,27,8,45,26,23,27,45,,,434,575,,,,,,,,,,,
'040442C0100,'040442C010002,'04,CAMPECHE,'008,TENABO,'0442,1,C,0,1,2,,,,,,,,24,44,4,25,27,25,36,33,5,37,31,36,47,,,374,575,,,,,,,,,,,
'040442C0200,'040442C020002,'04,CAMPECHE,'008,TENABO,'0442,2,C,0,1,2,,,,,,,,38,17,23,41,1,35,27,11,2,11,34,41,9,,,290,575,,,,,,,,,,,
'040443B0100,'040443B010002,'04,CAMPECHE,'008,TENABO,'0443,1,B,0,2,2,,,,,,,,39,10,5,35,1,13,13,46,16,30,47,25,47,,,327,569,,,,,,,,,,,
'040443C0100,'040443C010002,'04,CAMPECHE,'008,TENABO,'0443,1,C,0,2,2,,,,,,,,46,23,8,9,47,17,27,37,44,42,23,13,7,,,343,568,,,,,,,,,,,
'040443C0200,'040443C020002,'04,CAMPECHE,'008,TENABO,'0443,2,C,0,2,2,,,,,,,,2,11,19,11,30,12,33,11,16,13,30,41,42,,,271,568,,,,,,,,,,,
'040444B0100,'040444B010002,'04,CAMPECHE,'008,TENABO,'0444,1,B,0,2,2,,,,,,,,30,32,13,30,48,19,35,45,37,7,29,35,32,,,392,186,,,,,,,,,,,
'040445B0100,'040445B010002,'04,CAMPECHE,'008,TENABO,'0445,1,B,0,2,2,,,,,,,,12,10,2,11,3,18,37,16,34,5,34,13,45,,,240,499,,,,,,,,,,,
'040445C0100,'040445C010002,'04,CAMPECHE,'008,TENABO,'0445,1,C,0,2,2,,,,,,,,48,19,6,17,15,5,21,21,46,48,8,5,9,,,268,499,,,,,,,,,,,
'040446B0100,'040446B010002,'04,CAMPECHE,'008,TENABO,'0446,1,B,0,2,2,,,,,,,,5,8,10,7,15,40,28,48,39,6,5,49,28,,,288,116,,,,,,,,,,,
'040447B0100,'040447B010002,'04,CAMPECHE,'008,TENABO,'0447,1,B,0,2,2,,,,,,,,16,4,41,30,36,22,2,11,25,31,47,38,22,,,325,427,,,,,,,,,,,
'040183B0100,'040183B010002,'04,CAMPECHE,'003,CARMEN,'0183,1,B,0,1,2,,,,,,,,42,47,35,38,42,33,27,33,1,30,8,22,49,,,407,699,,,,,,,,,,,
'040183C0100,'040183C010002,'04,CAMPECHE,'003,CARMEN,'0183,1,C,0,1,2,,,,,,,,7,33,34,7,28,27,36,2,21,38,28,35,13,,,309,699,,,,,,,,,,,
'040183C0200,'040183C020002,'04,CAMPECHE,'003,CARMEN,'0183,2,C,0,1,2,,,,,,,,17,14,20,11,47,18,13,8,8,38,45,32,29,,,300,699,,,,,,,,,,,
'040183C0300,'040183C030002,'04,CAMPECHE,'003,CARMEN,'0183,3,C,0,1,2,,,,,,,,12,37,24,23,34,32,2,19,23,36,41,27,24,,,334,699,,,,,,,,,,,
'040183C0400,'040183C040002,'04,CAMPECHE,'003,CARMEN,'0183,4,C,0,1,2,,,,,,,,4,25,11,45,8,24,28,4,20,9,12,38,7,,,235,699,,,,,,,,,,,
'040183C0500,'040183C050002,'04,CAMPECHE,'003,CARMEN,'0183,5,C,0,1,2,,,,,,,,5,8,19,9,24,49,18,36,2,39,24,46,48,,,327,699,,,,,,,,,,,
'040183C0600,'040183C060002,'04,CAMPECHE,'003,CARMEN,'0183,6,C,0,1,2,,,,,,,,48,23,48,6,11,35,27,20,44,13,36,16,13,,,340,698,,,,,,,,,,,
'040183C0700,'040183C070002,'04,CAMPECHE,'003,CARMEN,'0183,7,C,0,1,2,,,,,,,,34,11,8,25,23,44,33,7,49,8,27,5,4,,,278,698,,,,,,,,,,,
'040184B0100,'040184B010002,'04,CAMPECHE,'003,CARMEN,'0184,1,B,0,1,2,,,,,,,,24,19,31,49,1,42,38,1,4,31,42,32,30,,,344,709,,,,,,,,,,,
'040184C0100,'040184C010002,'04,CAMPECHE,'003,CARMEN,'0184,1,C,0,1,2,,,,,,,,30,35,35,47,12,11,17,49,39,39,8,34,41,,,397,709,,,,,,,,,,,
'040184C0200,'040184C020002,'04,CAMPECHE,'003,CARMEN,'0184,2,C,0,1,2,,,,,,,,7,2,26,47,35,35,36,47,48,42,8,29,17,,,379,709,,,,,,,,,,,
'040184C0300,'040184C030002,'04,CAMPECHE,'003,CARMEN,'0184,3,C,0,1,2,,,,,,,,48,37,31,43,39,26,13,9,47,38,12,10,29,,,382,709,,,,,,,,,,,
'040184C0400,'040184C040002,'04,CAMPECHE,'003,CARMEN,'0184,4,C,0,1,2,,,,,,,,49,36,21,44,41,32,33,8,47,37,37,24,43,,,452,709,,,,,,,,,,,
'040184C0500,'040184C050002,'04,CAMPECHE,'003,CARMEN,'0184,5,C,0,1,2,,,,,,,,33,16,18,11,18,37,35,20,22,19,27,31,7,,,294,709,,,,,,,,,,,
'040184C0600,'040184C060002,'04,CAMPECHE,'003,CARMEN,'0184,6,C,0,1,2,,,,,,,,15,25,19,41,35,47,27,13,13,42,35,18,21,,,351,708,,,,,,,,,,,
'040185B0100,'040185B010002,'04,CAMPECHE,'003,CARMEN,'0185,1,B,0,1,2,,,,,,,,45,10,49,17,9,40,43,30,14,31,13,30,29,,,360,623,,,,,,,,,,,
'040185C0100,'040185C010002,'04,CAMPECHE,'003,CARMEN,'0185,1,C,0,1,2,,,,,,,,20,13,46,7,33,43,8,23,39,37,35,30,1,,,335,623,,,,,,,,,,,
'040185C0200,'040185C020002,'04,CAMPECHE,'003,CARMEN,'0185,2,C,0,1,2,,,,,,,,35,24,49,24,21,10,22,23,37,37,12,2,12,,,308,623,,,,,,,,,,,
'040185C0300,'040185C030002,'04,CAMPECHE,'003,CARMEN,'0185,3,C,0,1,2,,,,,,,,18,7,12,33,43,40,3,18,44,10,24,29,37,,,318,623,,,,,,,,,,,
'040185C0400,'040185C040002,'04,CAMPECHE,'003,CARMEN,'0185,4,C,0,1,2,,,,,,,,7,35,14,16,17,30,21,42,22,28,13,18,31,,,294,622,,,,,,,,,,,
'040186B0100,'040186B010002,'04,CAMPECHE,'003,CARMEN,'0186,1,B,0,1,2,,,,,,,,25,45,33,24,41,48,49,24,49,23,14,23,38,,,436,718,,,,,,,,,,,
'040186C0100,'040186C010002,'04,CAMPECHE,'003,CARMEN,'0186,1,C,0,1,2,,,,,,,,10,13,23,38,47,4,29,28,25,21,45,28,47,,,358,718,,,,,,,,,,,
'040187B0100,'040187B010002,'04,CAMPECHE,'003,CARMEN,'0187,1,B,0,1,2,,,,,,,,10,40,7,29,20,1,11,28,42,41,36,41,7,,,313,551,,,,,,,,,,,
'040187C0100,'040187C010002,'04,CAMPECHE,'003,CARMEN,'0187,1,C,0,1,2,,,,,,,,26,11,3,5,33,3,11,25,30,16,34,41,21,,,259,550,,,,,,,,,,,
'040187C0200,'040187C020002,'04,CAMPECHE,'003,CARMEN,'0187,2,C,0,1,2,,,,,,,,16,2,37,5,19,11,21,12,24,46,9,15,3,,,220,550,,,,,,,,,,,
'040188B0100,'040188B010002,'04,CAMPECHE,'003,CARMEN,'0188,1,B,0,1,2,,,,,,,,42,43,12,20,45,17,33,29,3,34,45,45,2,,,370,666,,,,,,,,,,,
'040188C0100,'040188C010002,'04,CAMPECHE,'003,CARMEN,'0188,1,C,0,1,2,,,,,,,,49,36,25,42,21,16,19,31,47,21,8,1,12,,,328,665,,,,,,,,,,,
'040188C0200,'040188C020002,'04,CAMPECHE,'003,CARMEN,'0188,2,C,0,1,2,,,,,,,,13,18,45,34,15,23,12,42,28,27,45,27,5,,,334,665,,,,,,,,,,,
'040189B0100,'040189B010002,'04,CAMPECHE,'003,CARMEN,'0189,1,B,0,1,2,,,,,,,,8,10,31,16,26,41,3,16,21,8,10,28,25,,,243,731,,,,,,,,,,,
'040189C0100,'040189C010002,'04,CAMPECHE,'003,CARMEN,'0189,1,C,0,1,2,,,,,,,,30,18,32,21,7,12,17,48,45,18,23,34,21,,,326,731,,,,,,,,,,,
'040190B0100,'040190B010002,'04,CAMPECHE,'003,CARMEN,'0190,1,B,0,1,2,,,,,,,,25,21,24,38,35,14,6,10,24,3,15,15,11,,,241,700,,,,,,,,,,,
'040190C0100,'040190C010002,'04,CAMPECHE,'003,CARMEN,'0190,1,C,0,1,2,,,,,,,,43,39,34,48,19,21,4,40,1,7,14,47,28,,,345,700,,,,,,,,,,,
'040191B0100,'040191B010002,'04,CAMPECHE,'003,CARMEN,'0191,1,B,0,1,2,,,,,,,,35,5,18,25,9,47,22,38,41,17,1,34,27,,,319,721,,,,,,,,,,,
'040191C0100,'040191C010002,'04,CAMPECHE,'003,CARMEN,'0191,1,C,0,1,2,,,,,,,,28,40,8,47,42,15,30,40,28,1,36,46,21,,,382,721,,,,,,,,,,,
'040191C0200,'040191C020002,'04,CAMPECHE,'003,CARMEN,'0191,2,C,0,1,2,,,,,,,,18,22,38,40,11,42,45,43,14,47,1,8,36,,,365,721,,,,,,,,,,,
'040192B0100,'040192B010002,'04,CAMPECHE,'003,CARMEN,'0192,1,B,0,1,2,,,,,,,,5,33,7,11,20,32,48,49,43,49,44,15,23,,,379,532,,,,,,,,,,,
'040192C0100,'040192C010002,'04,CAMPECHE,'003,CARMEN,'0192,1,C,0,1,2,,,,,,,,49,21,6,49,18,27,13,17,18,26,18,11,38,,,311,532,,,,,,,,,,,
'040192C0200,'040192C020002,'04,CAMPECHE,'003,CARMEN,'0192,2,C,0,1,2,,,,,,,,22,43,19,25,13,24,42,46,49,12,42,40,9,,,386,532,,,,,,,,,,,
'040193B0100,'040193B010002,'04,CAMPECHE,'003,CARMEN,'0193,1,B,0,1,2,,,,,,,,3,42,1,16,44,39,18,37,3,39,41,30,47,,,360,612,,,,,,,,,,,
'040194B0100,'040194B010002,'04,CAMPECHE,'003,CARMEN,'0194,1,B,0,1,2,,,,,,,,32,45,45,30,32,30,29,48,37,11,20,9,8,,,376,683,,,,,,,,,,,
'040194C0100,'040194C010002,'04,CAMPECHE,'003,CARMEN,'0194,1,C,0,1,2,,,,,,,,27,33,1,43,44,44,14,17,37,47,25,48,22,,,402,683,,,,,,,,,,,
'040195B0100,'040195B010002,'04,CAMPECHE,'003,CARMEN,'0195,1,B,0,1,2,,,,,,,,2,5,7,47,47,35,29,15,14,35,44,36,20,,,336,656,,,,,,,,,,,
'040195C0100,'040195C010002,'04,CAMPECHE,'003,CARMEN,'0195,1,C,0,1,2,,,,,,,,21,37,29,44,38,37,37,44,14,29,26,37,20,,,413,655,,,,,,,,,,,
'040196B0100,'040196B010002,'04,CAMPECHE,'003,CARMEN,'0196,1,B,0,1,2,,,,,,,,8,14,2,17,5,27,10,33,44,20,45,20,17,,,262,697,,,,,,,,,,,
'040196C0100,'040196C010002,'04,CAMPECHE,'003,CARMEN,'0196,1,C,0,1,2,,,,,,,,19,36,43,5,44,25,1,39,14,11,36,40,15,,,328,696,,,,,,,,,,,
'040197B0100,'040197B010002,'04,CAMPECHE,'003,CARMEN,'0197,1,B,0,1,2,,,,,,,,15,28,26,2,19,4,46,28,15,13,24,38,25,,,283,599,,,,,,,,,,,
'040197C0100,'040197C010002,'04,CAMPECHE,'003,CARMEN,'0197,1,C,0,1,2,,,,,,,,12,5,35,32,19,41,18,24,35,26,42,6,20,,,315,599,,,,,,,,,,,
'040199B0100,'040199B010002,'04,CAMPECHE,'003,CARMEN,'0199,1,B,0,1,2,,,,,,,,29,23,39,27,39,32,29,44,35,25,41,7,24,,,394,537,,,,,,,,,,,
'040199C0100,'040199C010002,'04,CAMPECHE,'003,CARMEN,'0199,1,C,0,1,2,,,,,,,,29,38,38,29,46,38,18,19,34,15,11,36,36,,,387,537,,,,,,,,,,,
'040199C0200,'040199C020002,'04,CAMPECHE,'003,CARMEN,'0199,2,C,0,1,2,,,,,,,,49,4,25,48,25,21,5,29,46,36,28,43,30,,,389,537,,,,,,,,,,,
'040200B0100,'040200B010002,'04,CAMPECHE,'003,CARMEN,'0200,1,B,0,1,2,,,,,,,,9,7,47,46,42,3,16,16,5,19,26,33,13,,,282,614,,,,,,,,,,,
'040200C0100,'040200C010002,'04,CAMPECHE,'003,CARMEN,'0200,1,C,0,1,2,,,,,,,,15,42,31,29,21,41,30,42,39,49,44,47,49,,,479,557,,,,,,,,,,,
'040201B0100,'040201B010002,'04,CAMPECHE,'003,CARMEN,'0201,1,B,0,1,2,,,,,,,,35,42,29,31,7,10,2,9,37,5,10,23,41,,,281,459,,,,,,,,,,,
'040201C0100,'040201C010002,'04,CAMPECHE,'003,CARMEN,'0201,1,C,0,1,2,,,,,,,,35,1,22,21,10,23,38,4,2,23,39,7,44,,,269,459,,,,,,,,,,,
'040202B0100,'040202B010002,'04,CAMPECHE,'003,CARMEN,'0202,1,B,0,1,2,,,,,,,,17,13,39,43,32,16,28,14,21,45,29,9,41,,,347,564,,,,,,,,,,,
'040202C0100,'040202C010002,'04,CAMPECHE,'003,CARMEN,'0202,1,C,0,1,2,,,,,,,,25,28,7,4,13,36,37,41,40,24,4,2,17,,,278,564,,,,,,,,,,,
'040202C0200,'040202C020002,'04,CAMPECHE,'003,CARMEN,'0202,2,C,0,1,2,,,,,,,,1,41,38,18,7,21,1,22,3,34,46,45,8,,,285,563,,,,,,,,,,,
'040203B0100,'040203B010002,'04,CAMPECHE,'003,CARMEN,'0203,1,B,0,1,2,,,,,,,,4,27,25,18,24,29,8,45,9,34,32,34,24,,,313,746,,,,,,,,,,,
'040203C0100,'040203C010002,'04,CAMPECHE,'003,CARMEN,'0203,1,C,0,1,2,,,,,,,,32,24,25,31,36,22,14,43,48,7,27,26,40,,,375,746,,,,,,,,,,,
'040204B0100,'040204B010002,'04,CAMPECHE,'003,CARMEN,'0204,1,B,0,1,2,,,,,,,,22,6,23,9,29,33,44,18,12,3,44,15,7,,,265,709,,,,,,,,,,,
'040205B0100,'040205B010002,'04,CAMPECHE,'003,CARMEN,'0205,1,B,0,1,2,,,,,,,,14,39,11,30,8,15,7,47,36,44,43,9,35,,,338,719,,,,,,,,,,,
'040205C0100,'040205C010002,'04,CAMPECHE,'003,CARMEN,'0205,1,C,0,1,2,,,,,,,,13,15,3,30,49,4,26,26,24,30,7,47,15,,,289,719,,,,,,,,,,,
'040205C0200,'040205C020002,'04,CAMPECHE,'003,CARMEN,'0205,2,C,0,1,2,,,,,,,,6,31,5,49,18,15,48,48,22,22,43,42,46,,,395,719,,,,,,,,,,,
'040205C0300,'040205C030002,'04,CAMPECHE,'003,CARMEN,'0205,3,C,0,1,2,,,,,,,,25,49,13,42,30,11,36,41,32,45,7,15,4,,,350,719,,,,,,,,,,,
'040205C0400,'040205C040002,'04,CAMPECHE,'003,CARMEN,'0205,4,C,0,1,2,,,,,,,,16,41,13,35,7,46,7,5,14,26,6,36,35,,,287,719,,,,,,,,,,,
'040205C0500,'040205C050002,'04,CAMPECHE,'003,CARMEN,'0205,5,C,0,1,2,,,,,,,,17,43,33,33,27,42,20,48,33,26,48,22,45,,,437,719,,,,,,,,,,,
